TowNum,Tow_Firm,Tow_Firm_Address,Tow_Firm_Phone,Vehicle_State,Vehicle_Plate,Vehicle_Year,Make,Model,Color,Tow_From_Address,Date,Time,geom
389544,,,860-296-2826,,,2015,CHRYSLER,200,WHITE,109 FRANKLIN AV,04052021,0529,"(41.748571202120154, -72.67761259849526)"
389770,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,1997,FORD,TAURUS,BLACK,GREENFIELD ST & VINE ST,04102021,2134,"(41.78371163152514, -72.68831055094127)"
389299,,,860-296-2826,CT,BB03952,2013,MAZDA,CX9,GRAY,407 BARBOUR ST,03292021,0214,"(41.796432821436355, -72.67687863050281)"
389681,,,860-947-3062,CT,BA21117,2002,ACURA,TL,GRAY,52 IMLAY ST,04082021,2156,"(41.76636340130152, -72.69508297484983)"
389440,,,860-296-8588,CT,5AUKT9,2008,CHRYSLER,SEBRING,BLACK,137 WYLLYS ST,04012021,2006,"(41.75722170815768, -72.67039847696577)"
389952,,,860-296-9663,AV,68290,2004,HONDA,PILOT,SILVER,146 ADAMS ST,04152021,1628,"(41.78514358083308, -72.6993216024032)"
389653,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,MA,S52700,2016,FORD,F150,GRAY,64 PERSHING ST,04082021,1034,"(41.80300780965104, -72.69207111955821)"
389520,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AN59231,2011,INFINITI,M37,WHITE,37 AIRPORT RD,04042021,0131,"(41.73771830706881, -72.66935202682821)"
389731,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AL42771,2015,GMC,TERRAIN,BLUE,GARDEN ST & RISLEY ST,04092021,2010,"(90.0, -72.75)"
389583,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,AZ,AK20461,2020,CHEV,SILVERADO,WHITE,2010 BROAD ST,04062021,1156,"(41.73700189119498, -72.68695156215746)"
389351,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AV79782,2009,SUBARU,OUTBACK,GRY,GRANDVIEW TER & ROXBURY ST,03302021,1321,"(41.738618140264066, -72.69171525211645)"
389965,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AS16578,2014,INFIN,Q50,BLUE,17 EATON ST,04152021,2119,"(41.73146302879128, -72.67072776055736)"
389356,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,BB28451,2007,FORD,FUSION,GRAY,1735 MAIN ST,03302021,1545,"(41.77820810409263, -72.67667757160366)"
389368,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2003,NISSAN,ALTIMA,BROWN,1200 PARK ST,03302021,2009,"(41.759001844599695, -72.69908625018063)"
389304,,,860-296-5382,CT,BC05035,2002,BMW,X5,BLUE,343 GARDEN ST,03292021,0348,"(41.778330719454146, -72.68560404157728)"
389414,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,AZ,AJ30296,2019,FORD,ECONOLINE,WHITE,ADAMS ST & ALBANY AV,04012021,0558,"(41.78317982816101, -72.69922899869508)"
389675,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AR10299,2010,HONDA,ACCORD,GRAY,1800 MAIN ST,04082021,1838,"(41.77918868515187, -72.67530515627966)"
389756,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,MA,1BHR82,2011,FORD,ESCAPE,BLUE,BROAD ST & GRAND ST,04102021,1716,"(41.75953880600217, -72.68705094432997)"
389801,,,860-947-3062,CT,AW86653,2016,TOYOTA,HIGHLANDER,WHT,748 NEW BRITAIN AV,04122021,0056,"(41.73326422567278, -72.70726670826325)"
389394,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,363TJK,1999,GMC,SAVANNA,ORANGE,25 DEAN ST,03312021,0956,"(41.751555625002325, -72.67714820049856)"
389405,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,OK,3FB716,2021,FORD,BUDGET,WHITE,111 ADAMS ST,03312021,1901,"(41.78411036915209, -72.69945286748874)"
389274,,,860-246-7616,CT,AX85705,2013,HONDA,ACCORD,GRAY,530 WETHERSFIELD AV,03282021,0307,"(41.74147778260001, -72.67196307279197)"
389868,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,5ATRH8,2015,FORD,ESCAPE,GRAY,1580 BROAD ST,04132021,1424,"(41.7478233077954, -72.68697788507971)"
389806,,,860-296-2826,MA,1DM153,2006,HONDA,CIVIC,SILVER,76 PLINY ST,04122021,0203,"(41.78095614393358, -72.68301981009463)"
389289,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AX77716,2005,MERCEDES,C240 M,GRAY,PARK ST & PARK TER,03282021,1750,"(41.75820514457384, -72.69399322133566)"
389348,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2010,HONDA,ACCORD,WHI,35 ALLEN PL,03302021,1227,"(41.75235416642255, -72.68464754181295)"
389323,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,12612,2007,HONDA,ACCORD,BLUE,134 SEYMOUR ST,03292021,1602,"(41.755794203942564, -72.6804465902391)"
389668,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AS34099,2005,ACURA,TL,GRAY,61 REDDING ST,04082021,1246,"(41.74133233056259, -72.67472367255237)"
389834,,,860-335-8325,CT,7AUDW0,2018,TOYOTA,CAMRY,SILVER,18 SHERMAN ST,04122021,2247,"(41.767577241518396, -72.70681560291199)"
389665,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AY48441,2016,INFINITI,QX60,BLUE,28 WILSON ST,04082021,1238,"(41.749038067852574, -72.69522577483853)"
389927,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,445ZPO,2013,NISSAN,ALTIMA,WHITE,GROTON ST & WYLLYS ST,04152021,0148,"(41.756405908127476, -72.67363311239579)"
389796,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2004,HONDA,ACCORD,BLUE,86 WEBSTER ST,04112021,2205,"(41.74585165346042, -72.6828559944088)"
389602,,,860-216-5474,CT,00PSLN,1996,MERCURY,SABLE,GREEN,887 ASYLUM AV,04062021,2249,"(41.77000442275173, -72.69479177248522)"
389700,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AZ21558,2004,HONDA,ACCORD,GRY,85 CLEVELAND AV,04092021,1026,"(41.79495159085383, -72.66923227649994)"
389803,CROSS COUNTRY TOWING,"100 AIRPORT RD. HARTFORD, CT. 06114",860-296-2826,CT,BB51965,2005,HONDA,ODYSSEY,GRAY,154 WOOSTER ST,04122021,0108,"(41.78259687668992, -72.67451179006834)"
389960,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2006,MITSUBISHI,OUTLANDER,GRAY,100 BARBOUR ST,04152021,1950,"(41.78811119770522, -72.67842978189988)"
389339,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AV63362,2010,DODGE,CARAVAN,BLUE,1650 MAIN ST,03302021,0956,"(41.77714969472995, -72.67498538219293)"
389547,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2009,HONDA,ACCORD,GRY,90 BRAINARD RD,04052021,0931,"(41.73824314712848, -72.65946783857022)"
389290,,,860-296-9663,CT,NC1739,2017,HONDA,ACCORD,BLUE,52 CAPEN ST,03282021,1840,"(41.78474963544081, -72.67697271243466)"
389710,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2012,HONDA,CIVIC,BLK,500 WOODLAND ST,04092021,1313,"(41.783984030964994, -72.69502599283278)"
389659,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,MA,85NE87,2012,HONDA,ACCORD,WHITE,20 HARPER ST,04082021,1126,"(41.79404114792782, -72.6825614686123)"
389685,,,860-296-1518,CT,BB74873,2011,SUBARU,LEGACY,BLACK,400 ASYLUM ST,04082021,2326,"(41.76772215384483, -72.68072658318975)"
389817,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,MA,1FSM85,2016,BMW,428,BLACK,92 ROGER ST,04122021,1140,"(41.73292543589323, -72.69950862997985)"
389480,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,5ANFS4,2000,BUICK,LESABRE,GREEN,BARNARD ST & MAPLE AV,04032021,0134,"(90.0, -72.75)"
389743,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2013,FORD,TAURUS,BLACK,33 BENTON ST,04102021,0034,"(41.74739133073593, -72.67525651403463)"
389315,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,3AJRD4,2003,TOYOTA,COROLLA,GRAY,83 SOUTH WHITNEY ST,03292021,1429,"(41.75968357716832, -72.70954868718118)"
389267,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AC84409,2009,AUDI,Q7,GREY,EAST ST & FAIRMOUNT ST,03272021,2213,"(41.77693553930484, -72.67943353956836)"
389667,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AR95291,2018,FORD,EXPLORER,RED,117 EVERGREEN AV,04082021,1242,"(41.76230644240926, -72.70875302557013)"
389848,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AP58061,2013,HYUNDAI,ELANTRA,WHITE,268 PARK TER,04132021,0819,"(41.75430898077923, -72.69438144883416)"
389781,CROSS COUNTRY TOWING,"100 AIRPORT RD. HARTFORD, CT. 06114",860-296-2826,CT,AX90761,2003,HYUNDAI,SPECTRE,RED,47 SUMNER ST,04112021,0247,"(41.770905742917535, -72.69069363682439)"
389588,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AL80995,2007,NISSAN,ALTIMA,BLACK,98 JULIUS ST,04062021,1239,"(41.742229165875735, -72.68568421831964)"
389740,CROSS COUNTRY TOWING,"100 AIRPORT RD. HARTFORD, CT. 06114",860-296-2826,,,2006,INFINITI,M35,TAN,CAPITOL AV & SISSON AV,04092021,2259,"(41.76074164158147, -72.70655119818191)"
389919,,,860-246-7616,CT,AE79611,2013,NISSAN,ROGUE,WHITE,52 SOUTH PROSPECT ST,04142021,1900,"(41.7603328432952, -72.67250975668819)"
389466,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,00MNAN,1997,DODGE,RAM,GRREN,131 BRAINARD RD,04022021,1258,"(41.73688327284767, -72.66007292817916)"
389410,,,860-216-5474,CT,AP40539,2008,HONDA,ACCORD,GRAY,33 BENTON ST,03312021,2139,"(41.74739133073593, -72.67525651403463)"
389424,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AW71643,2004,NISSAN,MAXIMA,WHITE,20 STEDMAN ST,04012021,1259,"(41.742575260585944, -72.6774867336363)"
389357,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2001,ACURA,MDX,GRAY,32 ANSONIA ST,03302021,1550,"(41.73696501259619, -72.69714658940384)"
389255,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,GA,CJD4690,2020,CHEVY,SPARK,BLK,754 MAPLE AV,03272021,1113,"(41.73949889306967, -72.68423817626658)"
389913,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AG97825,2013,HYUNDAI,SONATA,BLK,300 TRUMBULL ST,04142021,1517,"(41.76871980874507, -72.67533146021367)"
389920,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,PA,LNM1806,2020,JEEP,GRAND CHER,WHT,MAPLE AV & RETREAT AV,04142021,2009,"(41.75475800314192, -72.67686700094892)"
389617,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2015,CHRYSLER,200,WHITE,11 BODWELL ST,04072021,1249,"(41.73916183547479, -72.6723968646383)"
389715,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AJ05124,2012,CHRYSLER,300,BLACK,FRANKLIN AV & VICTORIA RD,04092021,1411,"(41.728026994907225, -72.67374322939729)"
389570,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,MA,1SVN95,2019,FORD,ESCAPE,RED,BROOKFIELD ST & HAMILTON ST,04062021,0450,"(41.752949272229344, -72.69923050999644)"
389783,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,69100,2007,ACURA,TL,GRN,189 VINE ST,04112021,0405,"(41.78562163947392, -72.68859610793545)"
389921,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,1998,TRIUMPH,DAYTONA,RED,HUNGERFORD ST & PARK ST,04142021,2021,"(41.75802722357443, -72.68592325336627)"
389561,,,860-296-8588,MA,6KR713,2005,TOYOTA,AVALON,WHITE,198 SIGOURNEY ST,04052021,1639,"(41.772470434402564, -72.69285091471698)"
389366,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AR16751,2017,TOYOTA,CAMRY,GRAY,236 WESTLAND ST,03302021,1937,"(41.791762532775586, -72.68260227510503)"
389771,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,FL,CHWV59,2020,DODGE,CHARGER,BLACK,167 BARBOUR ST,04102021,2156,"(41.790015174459334, -72.67839793611887)"
389251,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,BA37012,2015,INFINITY,Q70,BLACK,14 HARBISON AV,03272021,0915,"(41.75191956759952, -72.69439669571459)"
389678,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,BB27366,2004,ACURA,MDX,BLACK,300 ASYLUM ST,04082021,2111,"(41.76758525331148, -72.6785700106631)"
389935,,,860-236-2602,CT,AT04663,2017,NISSAN,SENTRA,BLACK,252 FARMINGTON AV,04152021,0733,"(41.76792839318594, -72.69675259716463)"
389492,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AM52348,2003,ACURA,MDX,GRY,128 MAGNOLIA ST,04032021,1153,"(41.780302783720245, -72.68706000353195)"
389737,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AX39417,2016,INFINITI,Q50,BLACK,1200 PARK ST,04092021,2056,"(41.759001844599695, -72.69908625018063)"
389509,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,1997,TOYOTA,COROLLA,BLUE,215 ALBANY AV,04032021,2017,"(41.775761395929706, -72.68044398871791)"
389765,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2008,ACURA,RL,GREY,444 ALBANY AV,04102021,2010,"(41.777693613057096, -72.68410174927686)"
389661,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AU28830,2012,INFINITI,M37,BLACK,4 GARDEN ST,04082021,1142,"(41.768461058396504, -72.6841504010545)"
389791,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,C033322,2006,FORD,F350,SILVER,BROAD ST & CAPITOL AV,04112021,1637,"(41.76366281931273, -72.68666122366423)"
389892,,,860-296-8588,,,1998,TOYOTA,COROLLA,RED,25 LAUREL ST,04142021,0205,"(41.759766570775305, -72.69720199620957)"
389875,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2003,AUDI,A4,GRY,5 ENFIELD ST,04132021,1733,"(41.78100094747435, -72.68580325474895)"
389865,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AP25429,2004,BMW,X5,BLACK,39 TAYLOR DR,04132021,1354,"(41.794513250002936, -72.67882480047011)"
389618,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AS94362,2018,HONDA,CIVIC,WHITE,400 CHURCH ST,04072021,1300,"(41.769603678579905, -72.68023568674082)"
389923,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,,,1999,TOYOTA,CAMRY,GRAY,10 FORD ST,04142021,2143,"(41.76709204716999, -72.679589264282)"
389521,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2003,ACURA,3.2 TL,BLACK,AIRPORT RD & LOCUST ST,04042021,0252,"(90.0, -72.75)"
389939,,,860-296-5382,,,2003,HONDA,PILOT,BLACK,2495 MAIN ST,04152021,1032,"(41.788383935596705, -72.67290868718257)"
389449,,,860-293-2442,PA,KBA6255,2016,MAZDA,6,BLACK,55 TRUMBULL ST,04022021,0211,"(41.76544374178968, -72.67653280963901)"
389532,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AV50985,2004,ACURA,MDX,GRAY,641 MAPLE AV,04042021,1813,"(41.74307312985653, -72.68297785411124)"
389444,,,860-296-9663,,,2001,HONDA,ACCORD,SILVER,50 ALLEN PL,04012021,2352,"(41.752821233927556, -72.6855095347409)"
389755,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,BB61774,2008,HONDA,ACCORD,BLACK,BROAD ST & GRAND ST,04102021,1657,"(41.75953880600217, -72.68705094432997)"
389786,,,860-293-2442,CT,AW1628,2013,HONDA,ACCORD,GREY,98 GARDEN ST,04112021,0434,"(41.77063232437217, -72.68550172976464)"
389270,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AG02992,2013,HYUNDAI,ELANTRA,GRAY,HILLSIDE AV & SHERBROOKE AV,03282021,0042,"(41.74127179135961, -72.69781818743154)"
389455,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AV39356,2005,ACURA,TL,BLACK,330 LAUREL ST,04022021,0932,"(41.768214299609, -72.69712791095088)"
389493,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,GA,S0725360,2014,INFINITY,Q50,BLACK,105 SHERBROOKE AV,04032021,1157,"(41.74022893702458, -72.69935027828262)"
389426,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AL87531,2015,LEXUS,IS250,BLK,PALM ST & TOWER AV,04012021,1304,"(41.800503322215015, -72.70124222447599)"
389391,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2010,TOYOTA,CAMRY,GRAY,57 CHARTER OAK AV,03312021,0913,"(41.75892128056532, -72.67174376432332)"
389670,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,1994,PONTIAC,GRAND,GREEN,121 ADELAIDE ST,04082021,1251,"(41.74154397472461, -72.6782197308171)"
389679,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,904KOG,2005,NISSAN,ALTIMA,BLUE,400 ASYLUM ST,04082021,2127,"(41.76772215384483, -72.68072658318975)"
389550,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,BB63891,2004,FORD,F150,BLACK,177 SIGOURNEY ST,04052021,1100,"(41.771588266884024, -72.69352043667631)"
389908,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2011,CHRYSLER,TOWN&COUNT,GRY,222 ASHLEY ST,04142021,1235,"(41.775719331530155, -72.69693876484352)"
389308,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AX61781,2000,TOYOTA,COROLLA,GRAY,530 PARK ST,03292021,0748,"(41.75817876197036, -72.68549225445287)"
389951,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,7AFHK2,2001,FORD,EXPEDITION,RED,48 FOREST ST,04152021,1633,"(41.76486427979837, -72.70007634723294)"
389601,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,AZ17158,2007,CHEVROLET,COLORADO,WHITE,41 WARD PL,04062021,2226,"(41.74994028311198, -72.69590741898034)"
389712,,,860-296-2826,,,2013,GMC,SAVANA,WHITE,361 ZION ST,04092021,1335,"(41.75112891703735, -72.69395456790684)"
389293,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AV64622,2020,HYUNDAI,ELANTRA,BLACK,ALBANY AV & BROOK ST,03282021,2108,"(41.77730910213943, -72.6837132983961)"
389647,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2006,CHEVY,MALIBU,GREEN,17 EDWARDS ST,04082021,0726,"(41.77200697504752, -72.68340515975399)"
389800,,,860-947-3062,CT,BB61765,2004,NISSAN,ALTIMA,TAN,451 EDGEWOOD ST,04122021,0050,"(41.78801876137787, -72.68512008008206)"
389753,,,860-296-5382,,,2003,HONDA,CIVIC,SILVER,3468 MAIN ST,04102021,1258,"(41.79798521404344, -72.66071471076475)"
389563,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AW05269,2017,NISSAN,ALTIMA,BLACK,68 VINE ST,04052021,1954,"(41.78133922963873, -72.68805889960709)"
389401,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,MA,2EHK25,2011,NISSAN,MAXIMA,GRAY,149 MAGNOLIA ST,03312021,1437,"(41.78116271451475, -72.68728754821561)"
389409,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,AZ17986,2017,HONDA,ACCORD,BLACK,400 ASYLUM ST,03312021,2133,"(41.76772215384483, -72.68072658318975)"
389495,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2004,HONDA,ACCORD,BLUE,48 BEDFORD ST,04032021,1329,"(41.776716757665916, -72.68491600835755)"
389320,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AX32634,2005,NISSAN,MURANO,BLACK,BROAD ST & CAPITOL AV,03292021,1523,"(41.76366281931273, -72.68666122366423)"
389510,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AG06011,2004,CHEVROLET,IMPALA,GRAY,DART ST & NEW BRITAIN AV,04032021,2053,"(41.7371649594193, -72.6994565857437)"
389429,,,860-947-3062,CT,AX96214,2008,ACURA,MDX,PURPLE,2995 MAIN ST,04012021,1410,"(41.79342742040793, -72.66695165393602)"
389306,,,860-296-5382,,,2009,HONDA,ACCORD,BLACK,23 MARSHALL ST,03292021,0525,"(41.76939138975019, -72.69869314896911)"
389656,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,MA,3BV434,2013,LINCOLN,MKZ,WHITE,51 TAYLOR DR,04082021,1108,"(41.79465486674564, -72.67938106432443)"
389954,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AX45877,2005,HONDA,ACCORD,GRAY,100 BARBOUR ST,04152021,1739,"(41.78811119770522, -72.67842978189988)"
389672,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,MA,1XCD76,2020,HYUNDAI,ELANTRA,GRAY,504 GARDEN ST,04082021,1408,"(41.78352641772921, -72.68348690406614)"
389371,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,00NYDA,2003,INFINITI,FX35,WHITE,MAPLE AV & MAPLETON ST,03302021,2152,"(41.7392229807133, -72.68472868768313)"
389581,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2007,NISSAN,ALTIMA,GRAY,SISSON AV & WEST BLVD,04062021,0950,"(41.76168856481606, -72.7066796129199)"
389254,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2016,NISSAN,ALTIMA,WHITE,BULKELEY AV & PARK ST,03272021,1104,"(41.756188529570984, -72.71302991814913)"
389275,,,860-246-7616,CT,HKF2432,2019,TOYOTA,CAMRY,WHITE,425 BARBOUR ST,03282021,0459,"(41.79566652881053, -72.67901114526357)"
389502,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AM72868,2007,TOYOTA,COROLLA,BLUE,FAIRFIELD AV & FREEMAN ST,04032021,1653,"(41.73227106273077, -72.69209499025067)"
389663,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,AZ,CZ341281,2017,YAMAHA,YZFR6,BLUE,ASHLEY ST & WOODLAND ST,04082021,1223,"(41.77599643500798, -72.69903626491762)"
389330,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AA32546,2009,VOLVO,XC90,BLK/ GRAY,MAIN ST & TOWER AV,03292021,2303,"(41.79644007802327, -72.6631628780867)"
389676,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2001,CADI,SEVILLE,RED,1800 MAIN ST,04082021,2017,"(41.77918868515187, -72.67530515627966)"
389838,,,860-246-7616,CT,AN01028,2019,MITSUBISHI,OUTLANDER,GRAY,69 GILLETT ST,04132021,0354,"(41.770208755650096, -72.70026127054794)"
389851,,,860-296-2826,CT,AD30685,2014,MERCEDES-B,E350,BLACK,210 ASYLUM ST,04132021,0945,"(41.767448378456756, -72.67691817323796)"
389909,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2009,HONDA,ACCORD,BLK,945 ASYLUM AV,04142021,1238,"(41.77073522000389, -72.69635929222905)"
